제목,아이디,댓글 내용,좋아요 수,라벨,감정
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-tt9fg8fn8j,니네랑 코드가 맞는데 왜 흔들거려,2,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-wi5ln4bb7d,자한당 영입인사 수준ᆢ ㅋ 고마울 따름ㆍ,1,a,1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@youngwoongyoo3259,대표만 문제라면 문제될것도 없지~~솔직해지세요~,1,a,1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@bismarckc3156,ㅋ 우리정치는 상대방의 삽질로 지지도가 강제로 오르는 개막장정치.,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@k-goodman,국민 반정신을 간진 자들 새론 교육대 만들어 입소시키자.,1,a,1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-nw3qv4bx4o,교헐아 그래도 한때 자네를 쬐끔 좋아 했던 시간이  돌아 불것다.  챙피해서,1,a,1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-fh2vn4kj5f,끼리끼리라고 참 가관 이다!!!,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@Sunbeam_Cheese,임진왜란이었으면 저런 놈이 원균이었을거야,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-rf2rh9bd6z,ㅋㅋ 삼청교육대 부활시켜야겠구만.일호입소대상은 박찬주씨가 적당할듯.,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-og2pe5jz8r,아직도 황교안당과 따르는 자들은 자기가 주인이고 내 생각의 관점만이 맞는다는 것이 평소 의식화 되어 있군요,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-je7qc1hb6m,국민에 혈세로 국가농락 애니메이션 . 인형극 정말국민을 물로 아는구나,1,a,1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-ww8bp6vu8m,믿읍니다……할레루야……라멘,16,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@73comin,참으로 귀하시도다,1,a,1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-fs8jh1hw5b,한마디로 아사리판이구만.,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-jg7kj4vi5c,잘한다  잘한다 한나라 내년에는 안보겠지 ㅎ,1,a,1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-ch4bb7rs7i,박찬주 그대가 삼청교육대를 가시길 바랍니다!  경험해 보시고  건하는 모습을 보이세요!,1,a,1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-pl4pg4ut7g,귀한 박찬주를 영입하라온국민의 정신개조를 삼청교육대를 통해 확실히 하실분이다잘한다 자유당,1,a,1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-bl7jl2wc5c,아주 모조리 재미있고상큼한  사람들이여아니 개그맨 출신들인가말짱황+벽찬주+나몰라+거기다 빤슈목사까지또있네  민병낮!!!,1,a,1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-it7rw5ow8f,5공  찌끄레기들의 마지막 발악이번엔 아주 끝장을 내자,1,a,1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-be6og1iv1i,똥별이 온갖  특별한 해택만 누렸지나랄 지키는 것은  의무병이지역사에서,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-ri1ro8pd3p,저 녀자도 남푠이 있구나 ㅋㅋㅋ,1,a,1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@kbm3935,한국당을 이끌 미래 인물이네,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-xz1kw1ln3x,"뭐 전혀 이상하지는 않다....딱 자유당에 적합한 인사인듯....자유당 기준은 친일,갑질,부정부패 이런 스타일이 딱 맞음",1,a,1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@kozangwoo2984,똥파리는 똥 주변에 가기 마련이지,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@inkyun,황교안 잘한다 제발 그런 놈들만 모아서 총선 나와라 황교안 화이팅,3,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-rw9ow2mr4l,박찬주대장 국회로진출하세요 응원합니다 쓰래기들싹쓰러버려,1,a,1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-fs2zt1ei7d,저질당~~!,1,a,1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@acrossguysy,자유한국당 출신 이정현이 멀쩡히 활동하고있는게 더 신기하던데. 빨리 암적인것들 싹을 잘라야 함,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-no7ur9sm9d,폭탄이네 ㅋㅋ,1,a,1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@sunmioh528,너나 받아라 ..삼청교육대가서!,2,a,1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-en5tv4re8k,소는 누가 키우나????,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-ex4eg3ts3r,서울 노인대학과 고려 노인대학등  노인대생들은 머하냐?  황교안 나경원등 자녀 입시 의혹과  저런 불공정한것에 대해서는 침묵하는데명문대 노인대생들이라 판단기준이 다른건가?,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@annkage5669,자한당애들 목소리들으면 왜 이렇게 열받고 승질이 나지?,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-eu8qr8sn9z,차라리  시골에서 조용히 농사를  짓던가 고기를잡더가 해라 이것들아,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-lb1lj5og5w,재밌네 황나박 ㅋㅋㅋ,1,a,1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-bb3np9eh1g,도찐개찐인 것 두개.,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-zo6yo4fd4m,배제라뇨? 정말귀한분이에요허허허..황교안수준이그렇지....,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-ig5xh4mi8j,찐다들.  멋지다.,1,a,1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-sc8vh7zx7h,본인부터 돌아보시길...,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@noway5883,니가 가라! 삼청교육대!,1,a,1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-md4rk5kh5m,니가 그렇지...ㅋㅋ,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@antonius3496,똥별은 일부가 아니여,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-ex2fi9kx5k,자멸당이 되것네~~~~~,1,a,1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-pv5vr5ks8q,귀한놈 이상한놈 나쁜놈  놈 놈 놈,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-no5wc2jb1k,그 나물에 그 밥!잘 놀고이ㅛ다.,2,a,1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@bigboyb3961,반역군인 찬양하는 사람들이 정상적인 가치관이  잇을까요? 나만 아니면된다라는게  저분들 가치관,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-gb9sm7hv5v,우리당은 토착왜구당이라고 선언해라 그럼 찬주가 갈지도 모른다 ㅋㅋㅋㅋ,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-eb3zo4mi5o,한국당 참 좋겠다 다들 거기서 거기라서,1,a,1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-ro9pz7mt9o,꼰대의 전형 찬주씨비이성적이고 비인간적이고 비인격적인건 딱 찬주 너잖아,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-hs8qx4ll6j,박찬주는 국회의원되면 어떤 갑질을 보여줬을지...황교안이나 나경원씨의 리더쉽은 문제가 많습니다. 안타깝네요.  자한당은 황교안과 나경원을 처리하십쇼.,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@0paz524,안나오는게 자유한국당 돕는거다,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-no3is2rr7b,좌파독재래 ㅋㅋㅋㅋㅋㅋ ㅋㅋ,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@herik4717,개판이군.자한당,1,a,1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-vi8bn7le5p,ㅅㅏㅁ청교육대는 본인이 가야 할듯 지금이 80년대도 아니고. 감도 먆이 떨어 졌네,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-ve4vr9xl4w,자한당 전신이 만든삼청교육대  자한당  당원국회놈들  삼청교육대업그래이드  해서  전부입소  시키자,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-lc6rz7mc5c,참....한나라당   꼴값이란  꼴값을   다  떠나,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-vg2qy2bd1z,조국없는 자한당 이제는 추락뿐,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-so7fu9oh3b,리더쉽이 개나소나 쓰는 개이름이여? 저런 군기피자가 리더쉽은 개뿔,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@inkyoung3983,삼청교육대 천안에 출마 하소 자한당 연수원 믿으면 될랑가?,3,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-th7et6yq9b,이런 황교안이 참좋다계속 이분을 밀어야 자한당이 망하는뎅ㅋ,3,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@jonghachun,장제원 의원아들 이나 청년인재로 영입하지음주 뺑소니에 운전자 바꿔치기하고도 버젓이 잘사는데 그정도 능력이면 인재아닌가?,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@kankan8969,개도 소도 다 정치하겠다고........에휴......참,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-gt1uz5ju7s,귀한분 ？ 니 수준을 알겠네요  …!!!,2,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-mv9tf1wc2u,박찬주 내하고 둘이가자 삼청교육대 가고 감따고 니자식도교육시켜줄게,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-eb3zo4mi5o,미달이가 생각나네 지금은 뭐하나?,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-kq8ci4nj8z,황교안한테 리더쉽이란게 있기는 한가요?,2,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-du6fn1hh9k,자한당 이제 접자.영원히 끊자,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@TV-gn4jj,화이팅   역시  자한당   수준—-자한당   극기훈련   단체로가시길감좀   따시길,1,a,1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-ov9ip8sn9f,니가 가라 삼청교육대,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-sb9vm7by9p,황교안저것도 장로라고..명박이랑 같은..ㅋㅋㅋㅋㅋㅋ박찬주..저것도 크리스챤? ㅋㅋㅋ잘돌아간다,2,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-et9lr8mn6k,귀한분???  황교환이 생각하는 대한민국의미래가뭔지를 확실히보여주는 말이내...권력으로 국민을억압하고 독재의힘으로 국가를음직이려는 망국적사상가....,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-lx9pd8qe1b,한국당~ 정말 쪽팔리다의원 80% 물갈이 해라,1,a,1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-gr5qd9dj2h,어디 박찬주만 그랬것나 ? 경검군 오랫동안 갑에 위치에 있는사람들은 그냥 황제지 ㅡ영원하게 갑질할거라 여기는 사람들  ㅡ,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-ut2xu5gh3x,교 안아  찬주영입이 너희당 이살길이다,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@67jcvcomm,모지리 세트집단 ㅉㅉ,1,a,1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-mg2tj6kd9l,소패 싸패들 모였구나 축하한다.,1,a,1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@firenickel1700,같은 종교 모임이 문제다..,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@parksw59park12,대가리 털 좀 질었네 또 밀어라  아주백고로,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@scottk38,JTBC의ㅡ이런 방송은 미래를 위한 투자인 듯하다.가증스럽다 손석희와 홍석천. 너희들의 비급한 언론행위는 역사에 남을 것이다,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@joshualee5969,국감에서 자신있게 거짓을 말한 국가안보실장.....   북괴의 미사일이 대한민국에 위협이 아니고.....  탄도미사일을 이동식발사 불가능하다...... 적의 능력을 고의적으로 축소 은폐하면 무슨 죄 냐????????   국가안보실장이 그것도...... 취재안해????,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-hb4wq9ec1h,"휴,두환이,5,,18후삼청교육대,찬주가부활시키냐",2,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@Kevjeh,역시 자한당!,1,a,1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@60youngpaul81,괴상망측한 개소리로 점수따는 괴상한 정당. 한국당 참 신통하지?,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-jk5mi4yp9q,아무리 똥오줌 싸도 자한당 찍는사람은 영원하리라,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@kekeken111,하는짓이 박그네랑 비슷하네 ㅋ,1,a,1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@user-et1xx1kz6d,황교안이 대통령 되면 박찬주는 국방장관이겠군. 귀한 분이니 말이야.,1,a,-1
[이슈정주행] _삼청교육대_ 박찬주 회견이 부른 파장…흔들리는 한국당,@jamespi1984,박근혜 국무총리 = 황근혜,1,a,-1
